"get_wanted_api_codes(options, db)"
"ODA/BGD_NGDPDPC"
"ODA/BGD_NID_NGDP"
"ODA/BGD_PPPGDP"
"ODA/BGR_BCA_NGDPD"
"ODA/BGR_LP"
"ODA/BGR_NGDPD"
"ODA/BGR_NGDP_D"
"ODA/BGR_NGDPDPC"
"ODA/BGR_NID_NGDP"
"ODA/BGR_PPPGDP"
"ODA/BHR_BCA_NGDPD"
"ODA/BHR_LP"
"ODA/BHR_NGDPD"
"ODA/BHR_NGDP_D"
"ODA/BHR_NGDPDPC"
"ODA/BHR_NID_NGDP"
"ODA/BHR_PPPGDP"
"ODA/BHS_BCA_NGDPD"
"ODA/BHS_LP"
"ODA/BHS_NGDPD"
"ODA/BHS_NGDP_D"
"ODA/BHS_NGDPDPC"
"ODA/BHS_NID_NGDP"
"ODA/BHS_PPPGDP"
"ODA/BIH_BCA_NGDPD"
"ODA/BIH_LP"
"ODA/BIH_NGDPD"
"ODA/BIH_NGDP_D"
"ODA/BIH_NGDPDPC"
"ODA/BIH_NID_NGDP"
"ODA/BIH_PPPGDP"
"ODA/BLR_BCA_NGDPD"
"ODA/BLR_LP"
"ODA/BLR_NGDPD"
"ODA/BLR_NGDP_D"
"ODA/BLR_NGDPDPC"
"ODA/BLR_NID_NGDP"
"ODA/BLR_PPPGDP"
"ODA/BLZ_BCA_NGDPD"
"ODA/BLZ_LP"
"ODA/BLZ_NGDPD"
"ODA/BLZ_NGDP_D"
"ODA/BLZ_NGDPDPC"
"ODA/BLZ_NID_NGDP"
"ODA/BLZ_PPPGDP"
"ODA/BOL_BCA_NGDPD"
"ODA/BOL_LP"
"ODA/BOL_NGDPD"
"ODA/BOL_NGDP_D"
"ODA/BOL_NGDPDPC"
"ODA/BOL_NID_NGDP"
"ODA/BOL_PPPGDP"
"ODA/BRA_BCA_NGDPD"
"ODA/BRA_LP"
"ODA/BRA_NGDPD"
"ODA/BRA_NGDP_D"
"ODA/BRA_NGDPDPC"
"ODA/BRA_NID_NGDP"
"ODA/BRA_PPPGDP"
"ODA/BRB_BCA_NGDPD"
"ODA/BRB_LP"
"ODA/BRB_NGDPD"
"ODA/BRB_NGDP_D"
"ODA/BRB_NGDPDPC"
"ODA/BRB_NID_NGDP"
"ODA/BRB_PPPGDP"
"ODA/BRN_BCA_NGDPD"
"ODA/BRN_LP"
"ODA/BRN_NGDPD"
"ODA/BRN_NGDP_D"
"ODA/BRN_NGDPDPC"
"ODA/BRN_NID_NGDP"
"ODA/BRN_PPPGDP"
"ODA/BTN_BCA_NGDPD"
"ODA/BTN_LP"
"ODA/BTN_NGDPD"
"ODA/BTN_NGDP_D"
"ODA/BTN_NGDPDPC"
"ODA/BTN_NID_NGDP"
"ODA/BTN_PPPGDP"
"ODA/BWA_BCA_NGDPD"
"ODA/BWA_LP"
"ODA/BWA_NGDPD"
"ODA/BWA_NGDP_D"
"ODA/BWA_NGDPDPC"
"ODA/BWA_NID_NGDP"
"ODA/BWA_PPPGDP"
"ODA/CAF_BCA_NGDPD"
"ODA/CAF_LP"
"ODA/CAF_NGDPD"
"ODA/CAF_NGDP_D"
"ODA/CAF_NGDPDPC"
"ODA/CAF_NID_NGDP"
"ODA/CAF_PPPGDP"
"ODA/CAN_BCA_NGDPD"
"ODA/CAN_LP"
"ODA/CAN_NGDPD"
"ODA/CAN_NGDP_D"
"ODA/CAN_NGDPDPC"
"ODA/CAN_NID_NGDP"
"ODA/CAN_PPPGDP"
"ODA/CHE_BCA_NGDPD"
"ODA/CHE_LP"
"ODA/CHE_NGDPD"
"ODA/CHE_NGDP_D"
"ODA/CHE_NGDPDPC"
"ODA/CHE_NID_NGDP"
"ODA/CHE_PPPGDP"
"ODA/CHL_BCA_NGDPD"
"ODA/CHL_LP"
"ODA/CHL_NGDPD"
"ODA/CHL_NGDP_D"
"ODA/CHL_NGDPDPC"
"ODA/CHL_NID_NGDP"
"ODA/CHL_PPPGDP"
"ODA/CHN_BCA_NGDPD"
"ODA/CHN_LP"
"ODA/CHN_NGDPD"
"ODA/CHN_NGDP_D"
"ODA/CHN_NGDPDPC"
"ODA/CHN_NID_NGDP"
"ODA/CHN_PPPGDP"
"ODA/CIV_BCA_NGDPD"
"ODA/CIV_LP"
"ODA/CIV_NGDPD"
"ODA/CIV_NGDP_D"
"ODA/CIV_NGDPDPC"
"ODA/CIV_NID_NGDP"
"ODA/CIV_PPPGDP"
"ODA/CMR_BCA_NGDPD"
"ODA/CMR_LP"
"ODA/CMR_NGDPD"
"ODA/CMR_NGDP_D"
"ODA/CMR_NGDPDPC"
"ODA/CMR_NID_NGDP"
"ODA/CMR_PPPGDP"
"ODA/COD_BCA_NGDPD"
"ODA/COD_LP"
"ODA/COD_NGDPD"
"ODA/COD_NGDP_D"
"ODA/COD_NGDPDPC"
"ODA/COD_NID_NGDP"
"ODA/COD_PPPGDP"
"ODA/COG_BCA_NGDPD"
"ODA/COG_LP"
"ODA/COG_NGDPD"
"ODA/COG_NGDP_D"
"ODA/COG_NGDPDPC"
"ODA/COG_NID_NGDP"
"ODA/COG_PPPGDP"
"ODA/COL_BCA_NGDPD"
"ODA/COL_LP"
"ODA/COL_NGDPD"
"ODA/COL_NGDP_D"
"ODA/COL_NGDPDPC"
"ODA/COL_NID_NGDP"
"ODA/COL_PPPGDP"
"ODA/COM_BCA_NGDPD"
"ODA/COM_LP"
"ODA/COM_NGDPD"
"ODA/COM_NGDP_D"
"ODA/COM_NGDPDPC"
"ODA/COM_NID_NGDP"
"ODA/COM_PPPGDP"
"ODA/CPV_BCA_NGDPD"
"ODA/CPV_LP"
"ODA/CPV_NGDPD"
"ODA/CPV_NGDP_D"
"ODA/CPV_NGDPDPC"
"ODA/CPV_NID_NGDP"
"ODA/CPV_PPPGDP"
"ODA/CRI_BCA_NGDPD"
"ODA/CRI_LP"
"ODA/CRI_NGDPD"
"ODA/CRI_NGDP_D"
"ODA/CRI_NGDPDPC"
"ODA/CRI_NID_NGDP"
"ODA/CRI_PPPGDP"
"ODA/CYP_BCA_NGDPD"
"ODA/CYP_LP"
"ODA/CYP_NGDPD"
"ODA/CYP_NGDP_D"
"ODA/CYP_NGDPDPC"
"ODA/CYP_NID_NGDP"
"ODA/CYP_PPPGDP"
"ODA/CZE_BCA_NGDPD"
"ODA/CZE_LP"
"ODA/CZE_NGDPD"
"ODA/CZE_NGDP_D"
"ODA/CZE_NGDPDPC"
"ODA/CZE_NID_NGDP"
"ODA/CZE_PPPGDP"
"ODA/DEU_BCA_NGDPD"
"ODA/DEU_LP"
"ODA/DEU_NGDPD"
"ODA/DEU_NGDP_D"
"ODA/DEU_NGDPDPC"
"ODA/DEU_NID_NGDP"
"ODA/DEU_PPPGDP"
"ODA/DJI_BCA_NGDPD"
"ODA/DJI_LP"
"ODA/DJI_NGDPD"
"ODA/DJI_NGDP_D"
"ODA/DJI_NGDPDPC"
"ODA/DJI_NID_NGDP"
"ODA/DJI_PPPGDP"
"ODA/DMA_BCA_NGDPD"
"ODA/DMA_LP"
"ODA/DMA_NGDPD"
"ODA/DMA_NGDP_D"
"ODA/DMA_NGDPDPC"
"ODA/DMA_NID_NGDP"
"ODA/DMA_PPPGDP"
"ODA/DNK_BCA_NGDPD"
"ODA/DNK_LP"
"ODA/DNK_NGDPD"
"ODA/DNK_NGDP_D"
"ODA/DNK_NGDPDPC"
"ODA/DNK_NID_NGDP"
"ODA/DNK_PPPGDP"
"ODA/DOM_BCA_NGDPD"
"ODA/DOM_LP"
"ODA/DOM_NGDPD"
"ODA/DOM_NGDP_D"
"ODA/DOM_NGDPDPC"
"ODA/DOM_NID_NGDP"
"ODA/DOM_PPPGDP"
"ODA/DZA_BCA_NGDPD"
"ODA/DZA_LP"
"ODA/DZA_NGDPD"
"ODA/DZA_NGDP_D"
"ODA/DZA_NGDPDPC"
"ODA/DZA_NID_NGDP"
"ODA/DZA_PPPGDP"
"ODA/ECU_BCA_NGDPD"
"ODA/ECU_LP"
"ODA/ECU_NGDPD"
"ODA/ECU_NGDP_D"
"ODA/ECU_NGDPDPC"
"ODA/ECU_NID_NGDP"
"ODA/ECU_PPPGDP"
"ODA/EGY_BCA_NGDPD"
"ODA/EGY_LP"
"ODA/EGY_NGDPD"
"ODA/EGY_NGDP_D"
"ODA/EGY_NGDPDPC"
"ODA/EGY_NID_NGDP"
"ODA/EGY_PPPGDP"
"ODA/ERI_BCA_NGDPD"
"ODA/ERI_LP"
"ODA/ERI_NGDPD"
"ODA/ERI_NGDP_D"
"ODA/ERI_NGDPDPC"
"ODA/ERI_NID_NGDP"
"ODA/ERI_PPPGDP"
"ODA/ESP_BCA_NGDPD"
"ODA/ESP_LP"
"ODA/ESP_NGDPD"
"ODA/ESP_NGDP_D"
"ODA/ESP_NGDPDPC"
"ODA/ESP_NID_NGDP"
"ODA/ESP_PPPGDP"
"ODA/EST_BCA_NGDPD"
"ODA/EST_LP"
"ODA/EST_NGDPD"
"ODA/EST_NGDP_D"
"ODA/EST_NGDPDPC"
"ODA/EST_NID_NGDP"
"ODA/EST_PPPGDP"
"ODA/ETH_BCA_NGDPD"
"ODA/ETH_LP"
"ODA/ETH_NGDPD"
"ODA/ETH_NGDP_D"
"ODA/ETH_NGDPDPC"
"ODA/ETH_NID_NGDP"
"ODA/ETH_PPPGDP"
"ODA/FIN_BCA_NGDPD"
"ODA/FIN_LP"
"ODA/FIN_NGDPD"
"ODA/FIN_NGDP_D"
"ODA/FIN_NGDPDPC"
"ODA/FIN_NID_NGDP"
"ODA/FIN_PPPGDP"
"ODA/FJI_BCA_NGDPD"
"ODA/FJI_LP"
"ODA/FJI_NGDPD"
"ODA/FJI_NGDP_D"
"ODA/FJI_NGDPDPC"
"ODA/FJI_NID_NGDP"
"ODA/FJI_PPPGDP"
"ODA/FRA_BCA_NGDPD"
"ODA/FRA_LP"
"ODA/FRA_NGDPD"
"ODA/FRA_NGDP_D"
"ODA/FRA_NGDPDPC"
"ODA/FRA_NID_NGDP"
"ODA/FRA_PPPGDP"
"ODA/FSM_BCA_NGDPD"
"ODA/FSM_LP"
"ODA/FSM_NGDPD"
"ODA/FSM_NGDP_D"
"ODA/FSM_NGDPDPC"
"ODA/FSM_PPPGDP"
"ODA/GAB_BCA_NGDPD"
"ODA/GAB_LP"
"ODA/GAB_NGDPD"
"ODA/GAB_NGDP_D"
"ODA/GAB_NGDPDPC"
"ODA/GAB_NID_NGDP"
"ODA/GAB_PPPGDP"
"ODA/GBR_BCA_NGDPD"
"ODA/GBR_LP"
"ODA/GBR_NGDPD"
"ODA/GBR_NGDP_D"
"ODA/GBR_NGDPDPC"
"ODA/GBR_NID_NGDP"
"ODA/GBR_PPPGDP"
"ODA/GEO_BCA_NGDPD"
"ODA/GEO_LP"
"ODA/GEO_NGDPD"
"ODA/GEO_NGDP_D"
"ODA/GEO_NGDPDPC"
"ODA/GEO_NID_NGDP"
"ODA/GEO_PPPGDP"
"ODA/GHA_BCA_NGDPD"
"ODA/GHA_LP"
"ODA/GHA_NGDPD"
"ODA/GHA_NGDP_D"
"ODA/GHA_NGDPDPC"
"ODA/GHA_NID_NGDP"
"ODA/GHA_PPPGDP"
"ODA/GIN_BCA_NGDPD"
"ODA/GIN_LP"
"ODA/GIN_NGDPD"
"ODA/GIN_NGDP_D"
"ODA/GIN_NGDPDPC"
"ODA/GIN_NID_NGDP"
"ODA/GIN_PPPGDP"
"ODA/GMB_BCA_NGDPD"
"ODA/GMB_LP"
"ODA/GMB_NGDPD"
"ODA/GMB_NGDP_D"
"ODA/GMB_NGDPDPC"
"ODA/GMB_NID_NGDP"
"ODA/GMB_PPPGDP"
"ODA/GNB_BCA_NGDPD"
"ODA/GNB_LP"
"ODA/GNB_NGDPD"
"ODA/GNB_NGDP_D"
"ODA/GNB_NGDPDPC"
"ODA/GNB_NID_NGDP"
"ODA/GNB_PPPGDP"
"ODA/GNQ_BCA_NGDPD"
"ODA/GNQ_LP"
"ODA/GNQ_NGDPD"
"ODA/GNQ_NGDP_D"
"ODA/GNQ_NGDPDPC"
"ODA/GNQ_NID_NGDP"
"ODA/GNQ_PPPGDP"
"ODA/GRC_BCA_NGDPD"
"ODA/GRC_LP"
"ODA/GRC_NGDPD"
"ODA/GRC_NGDP_D"
"ODA/GRC_NGDPDPC"
"ODA/GRC_NID_NGDP"
"ODA/GRC_PPPGDP"
"ODA/GRD_BCA_NGDPD"
"ODA/GRD_LP"
"ODA/GRD_NGDPD"
"ODA/GRD_NGDP_D"
"ODA/GRD_NGDPDPC"
"ODA/GRD_NID_NGDP"
"ODA/GRD_PPPGDP"
"ODA/GTM_BCA_NGDPD"
"ODA/GTM_LP"
"ODA/GTM_NGDPD"
"ODA/GTM_NGDP_D"
"ODA/GTM_NGDPDPC"
"ODA/GTM_NID_NGDP"
"ODA/GTM_PPPGDP"
"ODA/GUY_BCA_NGDPD"
"ODA/GUY_LP"
"ODA/GUY_NGDPD"
"ODA/GUY_NGDP_D"
"ODA/GUY_NGDPDPC"
"ODA/GUY_NID_NGDP"
"ODA/GUY_PPPGDP"
"ODA/HKG_BCA_NGDPD"
"ODA/HKG_LP"
"ODA/HKG_NGDPD"
"ODA/HKG_NGDP_D"
"ODA/HKG_NGDPDPC"
"ODA/HKG_NID_NGDP"
"ODA/HKG_PPPGDP"
"ODA/HND_BCA_NGDPD"
"ODA/HND_LP"
"ODA/HND_NGDPD"
"ODA/HND_NGDP_D"
"ODA/HND_NGDPDPC"
"ODA/HND_NID_NGDP"
"ODA/HND_PPPGDP"
"ODA/HRV_BCA_NGDPD"
"ODA/HRV_LP"
"ODA/HRV_NGDPD"
"ODA/HRV_NGDP_D"
"ODA/HRV_NGDPDPC"
"ODA/HRV_NID_NGDP"
"ODA/HRV_PPPGDP"
"ODA/HTI_BCA_NGDPD"
"ODA/HTI_LP"
"ODA/HTI_NGDPD"
"ODA/HTI_NGDP_D"
"ODA/HTI_NGDPDPC"
"ODA/HTI_NID_NGDP"
"ODA/HTI_PPPGDP"
"ODA/HUN_BCA_NGDPD"
"ODA/HUN_LP"
"ODA/HUN_NGDPD"
"ODA/HUN_NGDP_D"
"ODA/HUN_NGDPDPC"
"ODA/HUN_NID_NGDP"
"ODA/HUN_PPPGDP"
"ODA/IDN_BCA_NGDPD"
"ODA/IDN_LP"
"ODA/IDN_NGDPD"
"ODA/IDN_NGDP_D"
"ODA/IDN_NGDPDPC"
"ODA/IDN_NID_NGDP"
"ODA/IDN_PPPGDP"
"ODA/IND_BCA_NGDPD"
"ODA/IND_LP"
"ODA/IND_NGDPD"
"ODA/IND_NGDP_D"
"ODA/IND_NGDPDPC"
"ODA/IND_NID_NGDP"
"ODA/IND_PPPGDP"
"ODA/IRL_BCA_NGDPD"
"ODA/IRL_LP"
"ODA/IRL_NGDPD"
"ODA/IRL_NGDP_D"
"ODA/IRL_NGDPDPC"
"ODA/IRL_NID_NGDP"
"ODA/IRL_PPPGDP"
"ODA/IRN_BCA_NGDPD"
"ODA/IRN_LP"
"ODA/IRN_NGDPD"
"ODA/IRN_NGDP_D"
"ODA/IRN_NGDPDPC"
"ODA/IRN_NID_NGDP"
"ODA/IRN_PPPGDP"
"ODA/IRQ_BCA_NGDPD"
"ODA/IRQ_LP"
"ODA/IRQ_NGDPD"
"ODA/IRQ_NGDP_D"
"ODA/IRQ_NGDPDPC"
"ODA/IRQ_PPPGDP"
"ODA/ISL_BCA_NGDPD"
"ODA/ISL_LP"
"ODA/ISL_NGDPD"
"ODA/ISL_NGDP_D"
"ODA/ISL_NGDPDPC"
"ODA/ISL_NID_NGDP"
"ODA/ISL_PPPGDP"
"ODA/ISR_BCA_NGDPD"
"ODA/ISR_LP"
"ODA/ISR_NGDPD"
"ODA/ISR_NGDP_D"
"ODA/ISR_NGDPDPC"
"ODA/ISR_NID_NGDP"
"ODA/ISR_PPPGDP"
"ODA/ITA_BCA_NGDPD"
"ODA/ITA_LP"
"ODA/ITA_NGDPD"
"ODA/ITA_NGDP_D"
"ODA/ITA_NGDPDPC"
"ODA/ITA_NID_NGDP"
"ODA/ITA_PPPGDP"
"ODA/JAM_BCA_NGDPD"
"ODA/JAM_LP"
"ODA/JAM_NGDPD"
"ODA/JAM_NGDP_D"
"ODA/JAM_NGDPDPC"
"ODA/JAM_NID_NGDP"
"ODA/JAM_PPPGDP"
"ODA/JOR_BCA_NGDPD"
"ODA/JOR_LP"
"ODA/JOR_NGDPD"
"ODA/JOR_NGDP_D"
"ODA/JOR_NGDPDPC"
"ODA/JOR_NID_NGDP"
"ODA/JOR_PPPGDP"
"ODA/JPN_BCA_NGDPD"
"ODA/JPN_LP"
"ODA/JPN_NGDPD"
"ODA/JPN_NGDP_D"
"ODA/JPN_NGDPDPC"
"ODA/JPN_NID_NGDP"
"ODA/JPN_PPPGDP"
"ODA/KAZ_BCA_NGDPD"
"ODA/KAZ_LP"
"ODA/KAZ_NGDPD"
"ODA/KAZ_NGDP_D"
"ODA/KAZ_NGDPDPC"
"ODA/KAZ_NID_NGDP"
"ODA/KAZ_PPPGDP"
"ODA/KEN_BCA_NGDPD"
"ODA/KEN_LP"
"ODA/KEN_NGDPD"
"ODA/KEN_NGDP_D"
"ODA/KEN_NGDPDPC"
"ODA/KEN_NID_NGDP"
"ODA/KEN_PPPGDP"
"ODA/KGZ_BCA_NGDPD"
"ODA/KGZ_LP"
"ODA/KGZ_NGDPD"
"ODA/KGZ_NGDP_D"
"ODA/KGZ_NGDPDPC"
"ODA/KGZ_NID_NGDP"
"ODA/KGZ_PPPGDP"
"ODA/KHM_BCA_NGDPD"
"ODA/KHM_LP"
"ODA/KHM_NGDPD"
"ODA/KHM_NGDP_D"
"ODA/KHM_NGDPDPC"
"ODA/KHM_NID_NGDP"
"ODA/KHM_PPPGDP"
"ODA/KIR_BCA_NGDPD"
"ODA/KIR_LP"
"ODA/KIR_NGDPD"
"ODA/KIR_NGDP_D"
"ODA/KIR_NGDPDPC"
"ODA/KIR_PPPGDP"
"ODA/KNA_BCA_NGDPD"
"ODA/KNA_LP"
"ODA/KNA_NGDPD"
"ODA/KNA_NGDP_D"
"ODA/KNA_NGDPDPC"
"ODA/KNA_NID_NGDP"
"ODA/KNA_PPPGDP"
"ODA/KOR_BCA_NGDPD"
"ODA/KOR_LP"
"ODA/KOR_NGDPD"
"ODA/KOR_NGDP_D"
"ODA/KOR_NGDPDPC"
"ODA/KOR_NID_NGDP"
"ODA/KOR_PPPGDP"
"ODA/KWT_BCA_NGDPD"
"ODA/KWT_LP"
"ODA/KWT_NGDPD"
"ODA/KWT_NGDP_D"
"ODA/KWT_NGDPDPC"
"ODA/KWT_NID_NGDP"
"ODA/KWT_PPPGDP"
"ODA/LAO_BCA_NGDPD"
"ODA/LAO_LP"
"ODA/LAO_NGDPD"
"ODA/LAO_NGDP_D"
"ODA/LAO_NGDPDPC"
"ODA/LAO_PPPGDP"
"ODA/LBN_BCA_NGDPD"
"ODA/LBN_LP"
"ODA/LBN_NGDPD"
"ODA/LBN_NGDP_D"
"ODA/LBN_NGDPDPC"
"ODA/LBN_NID_NGDP"
"ODA/LBN_PPPGDP"
"ODA/LBR_BCA_NGDPD"
"ODA/LBR_LP"
"ODA/LBR_NGDPD"
"ODA/LBR_NGDP_D"
"ODA/LBR_NGDPDPC"
"ODA/LBR_PPPGDP"
"ODA/LBY_BCA_NGDPD"
"ODA/LBY_LP"
"ODA/LBY_NGDPD"
"ODA/LBY_NGDP_D"
"ODA/LBY_NGDPDPC"
"ODA/LBY_NID_NGDP"
"ODA/LBY_PPPGDP"
"ODA/LCA_BCA_NGDPD"
"ODA/LCA_LP"
"ODA/LCA_NGDPD"
"ODA/LCA_NGDP_D"
"ODA/LCA_NGDPDPC"
"ODA/LCA_NID_NGDP"
"ODA/LCA_PPPGDP"
"ODA/LKA_BCA_NGDPD"
"ODA/LKA_LP"
"ODA/LKA_NGDPD"
"ODA/LKA_NGDP_D"
"ODA/LKA_NGDPDPC"
"ODA/LKA_NID_NGDP"
"ODA/LKA_PPPGDP"
"ODA/LSO_BCA_NGDPD"
"ODA/LSO_LP"
"ODA/LSO_NGDPD"
"ODA/LSO_NGDP_D"
"ODA/LSO_NGDPDPC"
"ODA/LSO_NID_NGDP"
"ODA/LSO_PPPGDP"
"ODA/LTU_BCA_NGDPD"
"ODA/LTU_LP"
"ODA/LTU_NGDPD"
"ODA/LTU_NGDP_D"
"ODA/LTU_NGDPDPC"
"ODA/LTU_NID_NGDP"
"ODA/LTU_PPPGDP"
"ODA/LUX_BCA_NGDPD"
"ODA/LUX_LP"
"ODA/LUX_NGDPD"
"ODA/LUX_NGDP_D"
"ODA/LUX_NGDPDPC"
"ODA/LUX_NID_NGDP"
"ODA/LUX_PPPGDP"
"ODA/LVA_BCA_NGDPD"
"ODA/LVA_LP"
"ODA/LVA_NGDPD"
"ODA/LVA_NGDP_D"
"ODA/LVA_NGDPDPC"
"ODA/LVA_NID_NGDP"
"ODA/LVA_PPPGDP"
"ODA/MAR_BCA_NGDPD"
"ODA/MAR_LP"
"ODA/MAR_NGDPD"
"ODA/MAR_NGDP_D"
"ODA/MAR_NGDPDPC"
"ODA/MAR_NID_NGDP"
"ODA/MAR_PPPGDP"
"ODA/MDA_BCA_NGDPD"
"ODA/MDA_LP"
"ODA/MDA_NGDPD"
"ODA/MDA_NGDP_D"
"ODA/MDA_NGDPDPC"
"ODA/MDA_NID_NGDP"
"ODA/MDA_PPPGDP"
"ODA/MDG_BCA_NGDPD"
"ODA/MDG_LP"
"ODA/MDG_NGDPD"
"ODA/MDG_NGDP_D"
"ODA/MDG_NGDPDPC"
"ODA/MDG_NID_NGDP"
"ODA/MDG_PPPGDP"
"ODA/MDV_BCA_NGDPD"
"ODA/MDV_LP"
"ODA/MDV_NGDPD"
"ODA/MDV_NGDP_D"
"ODA/MDV_NGDPDPC"
"ODA/MDV_NID_NGDP"
"ODA/MDV_PPPGDP"
"ODA/MEX_BCA_NGDPD"
"ODA/MEX_LP"
"ODA/MEX_NGDPD"
"ODA/MEX_NGDP_D"
"ODA/MEX_NGDPDPC"
"ODA/MEX_NID_NGDP"
"ODA/MEX_PPPGDP"
"ODA/MHL_BCA_NGDPD"
"ODA/MHL_LP"
"ODA/MHL_NGDPD"
"ODA/MHL_NGDP_D"
"ODA/MHL_NGDPDPC"
"ODA/MHL_PPPGDP"
"ODA/MKD_BCA_NGDPD"
"ODA/MKD_LP"
"ODA/MKD_NGDPD"
"ODA/MKD_NGDP_D"
"ODA/MKD_NGDPDPC"
"ODA/MKD_PPPGDP"
"ODA/MLI_BCA_NGDPD"
"ODA/MLI_LP"
"ODA/MLI_NGDPD"
"ODA/MLI_NGDP_D"
"ODA/MLI_NGDPDPC"
"ODA/MLI_NID_NGDP"
"ODA/MLI_PPPGDP"
"ODA/MLT_BCA_NGDPD"
"ODA/MLT_LP"
"ODA/MLT_NGDPD"
"ODA/MLT_NGDP_D"
"ODA/MLT_NGDPDPC"
"ODA/MLT_NID_NGDP"
"ODA/MLT_PPPGDP"
"ODA/MMR_BCA_NGDPD"
"ODA/MMR_LP"
"ODA/MMR_NGDPD"
"ODA/MMR_NGDP_D"
"ODA/MMR_NGDPDPC"
"ODA/MMR_NID_NGDP"
"ODA/MMR_PPPGDP"
"ODA/MNE_BCA_NGDPD"
"ODA/MNE_LP"
"ODA/MNE_NGDPD"
"ODA/MNE_NGDP_D"
"ODA/MNE_NGDPDPC"
"ODA/MNE_NID_NGDP"
"ODA/MNE_PPPGDP"
"ODA/MNG_BCA_NGDPD"
"ODA/MNG_LP"
"ODA/MNG_NGDPD"
"ODA/MNG_NGDP_D"
"ODA/MNG_NGDPDPC"
"ODA/MNG_NID_NGDP"
"ODA/MNG_PPPGDP"
"ODA/MOZ_BCA_NGDPD"
"ODA/MOZ_LP"
"ODA/MOZ_NGDPD"
"ODA/MOZ_NGDP_D"
"ODA/MOZ_NGDPDPC"
"ODA/MOZ_NID_NGDP"
"ODA/MOZ_PPPGDP"
"ODA/MRT_BCA_NGDPD"
"ODA/MRT_LP"
"ODA/MRT_NGDPD"
"ODA/MRT_NGDP_D"
"ODA/MRT_NGDPDPC"
"ODA/MRT_NID_NGDP"
"ODA/MRT_PPPGDP"
"ODA/MUS_BCA_NGDPD"
"ODA/MUS_LP"
"ODA/MUS_NGDPD"
